read_id	category	expect	expect_detail	read_len	source
63f3bf05-a3d7-40e7-bfd2-7c7bea9fbb3a	human_high_identity	masked_fully	no organism accounts for any base	11167	GIAB HG002 GM24385_1
3cdeeba4-2aa0-4002-80a8-fb844bd02fda	human_high_identity	masked_fully	no organism accounts for any base	1067	GIAB HG002 GM24385_1
b71d4d79-2101-4d57-9f2f-b04e003464d5	human_high_identity	masked_fully	no organism accounts for any base	6331	GIAB HG002 GM24385_1
916f7868-f81d-4ea5-bfa2-ebe6cdda4c48	human_high_identity	masked_fully	no organism accounts for any base	2591	GIAB HG002 GM24385_1
f3b5b2f5-b335-4bd6-8804-da06b4fdb779	human_high_identity	masked_fully	no organism accounts for any base	980	GIAB HG002 GM24385_1
c68cf210-e302-420e-8a5d-84a8233ee9ea	human_high_identity	masked_fully	no organism accounts for any base	1694	GIAB HG002 GM24385_1
52240135-bb73-4bcc-97d7-ee2617c6dd9a	human_high_identity	masked_fully	no organism accounts for any base	5012	GIAB HG002 GM24385_1
fa290d1f-41e2-47d3-b83c-d21e1f459c32	human_high_identity	masked_fully	no organism accounts for any base	3942	GIAB HG002 GM24385_1
8e35bd78-04b4-4f68-b5a0-e980286bd121	human_high_identity	masked_fully	no organism accounts for any base	2421	GIAB HG002 GM24385_1
16ffd703-54fb-4074-b8d5-c39fd75ce421	human_high_identity	masked_fully	no organism accounts for any base	914	GIAB HG002 GM24385_1
d7235435-2815-40bc-ba41-37519df79384	human_high_identity	masked_fully	no organism accounts for any base	1724	GIAB HG002 GM24385_1
9317bf59-d4cd-4dad-bbf3-61d25052244a	human_high_identity	masked_fully	no organism accounts for any base	673	GIAB HG002 GM24385_1
e4636c97-a6ec-4caa-9752-b3179311518a	human_high_identity	masked_fully	no organism accounts for any base	892	GIAB HG002 GM24385_1
ac483cef-a14e-48dd-b9a6-9867cd0a8b2d	human_high_identity	masked_fully	no organism accounts for any base	3940	GIAB HG002 GM24385_1
7b990926-a99c-43ab-8199-8aa4f65a69d1	human_high_identity	masked_fully	no organism accounts for any base	1282	GIAB HG002 GM24385_1
12d74abf-a1c2-4eb7-a77e-1568312f53af	human_high_identity	masked_fully	no organism accounts for any base	6494	GIAB HG002 GM24385_1
00cdfbc5-257b-4994-bbce-7ba444238a14	human_high_identity	masked_fully	no organism accounts for any base	2621	GIAB HG002 GM24385_1
6def8038-b9ac-4624-b08f-f8c272e4609b	human_high_identity	masked_fully	no organism accounts for any base	3107	GIAB HG002 GM24385_1
d4b7a8d9-7fc8-4b7f-a98e-0f9d2df94e42	human_high_identity	masked_fully	no organism accounts for any base	4196	GIAB HG002 GM24385_1
b0f7f6d6-1f7d-4eab-805a-47ecb9230cac	human_high_identity	masked_fully	no organism accounts for any base	4464	GIAB HG002 GM24385_1
060968bc-bffc-45d4-a60f-06a491cbcdbe	human_high_identity	masked_fully	no organism accounts for any base	4894	GIAB HG002 GM24385_1
40c07aa1-37f5-4c68-a305-2ce7736a8878	human_high_identity	masked_fully	no organism accounts for any base	1060	GIAB HG002 GM24385_1
758d1b02-00fe-446c-9df7-97301300eeb3	human_high_identity	masked_fully	no organism accounts for any base	698	GIAB HG002 GM24385_1
ef19396d-5df4-4cb4-9b79-4292a523db7b	human_high_identity	masked_fully	no organism accounts for any base	3418	GIAB HG002 GM24385_1
607a6e14-9f98-4cbc-88d4-4360c708847c	human_high_identity	masked_fully	no organism accounts for any base	3744	GIAB HG002 GM24385_1
e428fccb-5a3c-40ef-b91e-1b2928e7eb9e	human_high_identity	masked_fully	no organism accounts for any base	1117	GIAB HG002 GM24385_1
fc590ddc-9b7c-4005-97ec-f667f514a6e1	human_high_identity	masked_fully	no organism accounts for any base	6772	GIAB HG002 GM24385_1
cdd2d3b3-ee73-4c19-9dbc-1e0c4c033d71	human_high_identity	masked_fully	no organism accounts for any base	1058	GIAB HG002 GM24385_1
64f50f7d-fd71-41e7-be9d-18c4acfe2cdd	human_high_identity	masked_fully	no organism accounts for any base	4022	GIAB HG002 GM24385_1
f5f16b31-232f-4e0e-8e62-e9951b73368b	human_high_identity	masked_fully	no organism accounts for any base	9045	GIAB HG002 GM24385_1
4a4c8dc5-24d6-4fe9-8632-6f17adae64b3	human_high_identity	masked_fully	no organism accounts for any base	1038	GIAB HG002 GM24385_1
1c6fbb74-4029-47af-853e-3ca6e1f72c83	human_high_identity	masked_fully	no organism accounts for any base	11165	GIAB HG002 GM24385_1
4a914b3c-1f3c-4bc2-a9ef-a815058779ea	human_high_identity	masked_fully	no organism accounts for any base	777	GIAB HG002 GM24385_1
8115733d-dc46-4352-868b-bd819461aebd	human_high_identity	masked_fully	no organism accounts for any base	4232	GIAB HG002 GM24385_1
dbf42ff9-4014-4ee5-8641-22034080198b	human_high_identity	masked_fully	no organism accounts for any base	2798	GIAB HG002 GM24385_1
e04b2611-87ec-4960-9a10-04ab8e59d38c	human_high_identity	masked_fully	no organism accounts for any base	2388	GIAB HG002 GM24385_1
8d5bc8fc-c429-4a6a-bbdc-d01e535df05c	human_high_identity	masked_fully	no organism accounts for any base	1223	GIAB HG002 GM24385_1
bb92f874-abdf-4831-97c0-15ce33f5400c	human_high_identity	masked_fully	no organism accounts for any base	1024	GIAB HG002 GM24385_1
0d5889b4-08b4-4881-a20d-a56649b630f2	human_high_identity	masked_fully	no organism accounts for any base	6510	GIAB HG002 GM24385_1
7dcbe5b4-eb9a-426b-9fc7-ad0c2a0ee72f	human_high_identity	masked_fully	no organism accounts for any base	1747	GIAB HG002 GM24385_1
bc9d42ab-6a33-4606-bb51-e71e76c4e088	human_high_identity	masked_fully	no organism accounts for any base	1525	GIAB HG002 GM24385_1
ad9f9f3c-6b3c-4462-827e-d102e04eb97e	human_high_identity	masked_fully	no organism accounts for any base	4219	GIAB HG002 GM24385_1
f7267dd1-a3e3-4f2d-a948-3cca033a733a	human_high_identity	masked_fully	no organism accounts for any base	2618	GIAB HG002 GM24385_1
65093d88-e416-48a6-bead-7d504479d4d5	human_high_identity	masked_fully	no organism accounts for any base	11177	GIAB HG002 GM24385_1
4ae05a73-976b-4873-a0ef-00ef8b38d299	human_high_identity	masked_fully	no organism accounts for any base	6603	GIAB HG002 GM24385_1
3b3d2678-55af-46ee-a4bd-9ea0d4878aec	human_high_identity	masked_fully	no organism accounts for any base	11549	GIAB HG002 GM24385_1
b1410a86-5f5a-48b6-8961-f4a19fe0474f	human_high_identity	masked_fully	no organism accounts for any base	1053	GIAB HG002 GM24385_1
a62d2d94-c44f-421b-be19-9a108b4236e7	human_high_identity	masked_fully	no organism accounts for any base	2965	GIAB HG002 GM24385_1
d632671e-828a-465b-8fc7-c57d1c16d4a4	human_high_identity	masked_fully	no organism accounts for any base	1550	GIAB HG002 GM24385_1
b0f474c9-dbf3-4f20-aafa-17f2eb829f2f	human_high_identity	masked_fully	no organism accounts for any base	481	GIAB HG002 GM24385_1
83d8581a-946f-4121-9586-ce9e8965ab71	human_high_identity	masked_fully	no organism accounts for any base	10517	GIAB HG002 GM24385_1
32c025f7-592d-4c56-bd75-6fe1a24c555f	human_high_identity	masked_fully	no organism accounts for any base	3884	GIAB HG002 GM24385_1
dcf63b43-658e-4fb7-9fba-edabb6d1c523	human_high_identity	masked_fully	no organism accounts for any base	6514	GIAB HG002 GM24385_1
ca6b1291-d6a1-45fe-a4d3-7beb7d61db99	human_high_identity	masked_fully	no organism accounts for any base	11463	GIAB HG002 GM24385_1
8086235d-7edc-4b15-abd3-e96ed90a6135	human_high_identity	masked_fully	no organism accounts for any base	633	GIAB HG002 GM24385_1
68280982-e9d1-4f6b-92b2-17367b2911eb	human_high_identity	masked_fully	no organism accounts for any base	8837	GIAB HG002 GM24385_1
9dbbe135-b349-4edc-ab06-f4801a83acc7	human_high_identity	masked_fully	no organism accounts for any base	3957	GIAB HG002 GM24385_1
d31b5914-2f6d-4e2e-ab0e-7417b3b7c48e	human_high_identity	masked_fully	no organism accounts for any base	1685	GIAB HG002 GM24385_1
725198d8-7ab9-475a-ad15-0e164312ea8d	human_high_identity	masked_fully	no organism accounts for any base	720	GIAB HG002 GM24385_1
226e77cc-619c-4859-b1db-d8d18e143cee	human_high_identity	masked_fully	no organism accounts for any base	2014	GIAB HG002 GM24385_1
ed051275-814b-41f3-9ffd-fc76589a7b85	human_high_identity	masked_fully	no organism accounts for any base	2583	GIAB HG002 GM24385_1
79b60d25-8a79-4336-8f00-5abef596fa08	human_high_identity	masked_fully	no organism accounts for any base	1831	GIAB HG002 GM24385_1
30d3466d-9c3e-491c-ac5a-600dd254034a	human_high_identity	masked_fully	no organism accounts for any base	2782	GIAB HG002 GM24385_1
0e21e74b-e799-4768-b62f-27f2e15f7580	human_high_identity	masked_fully	no organism accounts for any base	747	GIAB HG002 GM24385_1
18a90e65-116e-4d98-be43-c31203aa299b	human_high_identity	masked_fully	no organism accounts for any base	1496	GIAB HG002 GM24385_1
d9ed81b6-1630-4fc5-8a12-3d1280eea2fd	human_high_identity	masked_fully	no organism accounts for any base	693	GIAB HG002 GM24385_1
755b0e2d-987f-432e-b915-cdcb00b3b81a	human_high_identity	masked_fully	no organism accounts for any base	5216	GIAB HG002 GM24385_1
94fe7e6f-0d37-424a-9bd6-d7b4af40bc73	human_high_identity	masked_fully	no organism accounts for any base	3702	GIAB HG002 GM24385_1
b0004c37-315e-4d86-b6bc-fabfab7943f4	human_high_identity	masked_fully	no organism accounts for any base	5454	GIAB HG002 GM24385_1
c0f8259a-d3bc-4fec-9670-a2f6dbcd5e6e	human_high_identity	masked_fully	no organism accounts for any base	4972	GIAB HG002 GM24385_1
a82585d8-bde9-4452-a4be-2c0c9c345906	human_high_identity	masked_fully	no organism accounts for any base	7266	GIAB HG002 GM24385_1
90a28e1f-f46a-42de-aca5-68802d5d1c80	human_high_identity	masked_fully	no organism accounts for any base	4970	GIAB HG002 GM24385_1
91d351da-128d-4464-b33c-8757d7aee5f2	human_high_identity	masked_fully	no organism accounts for any base	2280	GIAB HG002 GM24385_1
b2e276a0-a947-4acf-9aa1-854080debcd4	human_high_identity	masked_fully	no organism accounts for any base	7277	GIAB HG002 GM24385_1
8f66f1bc-f326-41cb-907f-1a5693defe71	human_high_identity	masked_fully	no organism accounts for any base	2198	GIAB HG002 GM24385_1
41f129f8-f8c6-451f-9fe5-3f4b11905ead	human_high_identity	masked_fully	no organism accounts for any base	3674	GIAB HG002 GM24385_1
3989411e-2bcd-47ec-b558-fc0b51cc4a05	human_high_identity	masked_fully	no organism accounts for any base	1190	GIAB HG002 GM24385_1
fa2ab613-c0b6-4acd-b572-1feacb69f1b9	human_high_identity	masked_fully	no organism accounts for any base	739	GIAB HG002 GM24385_1
5ceaa4fb-0ded-40d2-9823-373b55046829	human_high_identity	masked_fully	no organism accounts for any base	2140	GIAB HG002 GM24385_1
3ace4eac-ec8a-415e-ad04-adf99e277930	human_high_identity	masked_fully	no organism accounts for any base	9273	GIAB HG002 GM24385_1
a19510b8-5e80-4c81-ab2d-f566e0f08968	human_high_identity	masked_fully	no organism accounts for any base	8597	GIAB HG002 GM24385_1
e545bf5d-bd7e-4a4f-8e33-a3661e85bad7	human_high_identity	masked_fully	no organism accounts for any base	6332	GIAB HG002 GM24385_1
1fd10a15-40ad-46ea-a988-f59130aeb059	human_high_identity	masked_fully	no organism accounts for any base	2798	GIAB HG002 GM24385_1
abdaa255-eff6-44f6-9437-f04b7a430f4c	human_high_identity	masked_fully	no organism accounts for any base	1841	GIAB HG002 GM24385_1
eb00852e-6123-4f40-9914-364d83b4c57a	human_high_identity	masked_fully	no organism accounts for any base	507	GIAB HG002 GM24385_1
324d41bf-05ab-4c11-b028-acfd7bd8cc10	human_high_identity	masked_fully	no organism accounts for any base	1503	GIAB HG002 GM24385_1
e4ce27dc-79c0-4c89-b28f-3b3e6f656bb0	human_high_identity	masked_fully	no organism accounts for any base	5865	GIAB HG002 GM24385_1
5b7fa2cc-4125-4bef-9ad1-20aa88227c66	human_high_identity	masked_fully	no organism accounts for any base	1978	GIAB HG002 GM24385_1
b46e304a-2f1c-48b3-86c0-23c19774af7d	human_high_identity	masked_fully	no organism accounts for any base	5621	GIAB HG002 GM24385_1
0ff57875-d804-42d0-a777-a39ef147dc07	human_high_identity	masked_fully	no organism accounts for any base	1214	GIAB HG002 GM24385_1
3eea4b7d-05aa-4638-8531-d93be4a63f77	human_high_identity	masked_fully	no organism accounts for any base	2404	GIAB HG002 GM24385_1
99a5afad-727b-4c8d-9092-1d711e687a92	human_high_identity	masked_fully	no organism accounts for any base	400	GIAB HG002 GM24385_1
a229b73c-118b-45cb-b3c1-e00ce22ada52	human_high_identity	masked_fully	no organism accounts for any base	967	GIAB HG002 GM24385_1
fb9562ad-7dae-42fb-ab74-6b343a6502d6	human_high_identity	masked_fully	no organism accounts for any base	866	GIAB HG002 GM24385_1
1ed0cde5-f116-4b44-8016-5b95e073dc28	human_high_identity	masked_fully	no organism accounts for any base	8131	GIAB HG002 GM24385_1
87ee65cf-401b-4220-ab3c-5967276daae3	human_high_identity	masked_fully	no organism accounts for any base	1756	GIAB HG002 GM24385_1
d2eedeaa-76f6-4ff6-bc36-2f4d53ca3b3d	human_high_identity	masked_fully	no organism accounts for any base	8847	GIAB HG002 GM24385_1
8f48c15a-4d91-4c4e-8195-f840fd08ed59	human_high_identity	masked_fully	no organism accounts for any base	3314	GIAB HG002 GM24385_1
a77889f9-7cc9-460f-ad9e-23ffbaf3c3dc	human_high_identity	masked_fully	no organism accounts for any base	2305	GIAB HG002 GM24385_1
b192052e-7cf0-4b8f-bc7d-90ecb8202dfd	human_high_identity	masked_fully	no organism accounts for any base	661	GIAB HG002 GM24385_1
79cc37b8-37ab-4849-83b0-16a91ba42df6	human_high_identity	masked_fully	no organism accounts for any base	3184	GIAB HG002 GM24385_1
fda64dcb-62bb-4f6a-98e2-ef84559b1d64	human_high_identity	masked_fully	no organism accounts for any base	1760	GIAB HG002 GM24385_1
a935f575-5c2b-4c4a-abbb-574d85faa6b2	human_high_identity	masked_fully	no organism accounts for any base	7525	GIAB HG002 GM24385_1
c38010ad-40d8-4c23-9f91-58d03f3a240c	human_high_identity	masked_fully	no organism accounts for any base	2946	GIAB HG002 GM24385_1
7d8ce61e-f3ee-4fc7-94f0-ac9dade6391b	human_high_identity	masked_fully	no organism accounts for any base	9525	GIAB HG002 GM24385_1
20624354-2c0f-4476-9dce-53283286eaba	human_high_identity	masked_fully	no organism accounts for any base	4219	GIAB HG002 GM24385_1
b96a8a8c-e1a1-44cf-b14b-c5cdf0d37072	human_high_identity	masked_fully	no organism accounts for any base	6520	GIAB HG002 GM24385_1
b669dd63-d7ee-4f31-b8d7-65c3efcd82a1	human_high_identity	masked_fully	no organism accounts for any base	966	GIAB HG002 GM24385_1
718a0050-bc8c-4fb6-80de-02db0e745935	human_high_identity	masked_fully	no organism accounts for any base	7673	GIAB HG002 GM24385_1
fe36b25e-6dc8-405e-a365-a7543789f506	human_high_identity	masked_fully	no organism accounts for any base	950	GIAB HG002 GM24385_1
a0eaf998-af60-427c-9452-cf8ba7966171	human_high_identity	masked_fully	no organism accounts for any base	2756	GIAB HG002 GM24385_1
1cc40821-813a-4e15-b0ea-5f39f5074487	human_high_identity	masked_fully	no organism accounts for any base	2522	GIAB HG002 GM24385_1
28f121fe-e74f-477e-b2aa-9dc20a67d91e	human_high_identity	masked_fully	no organism accounts for any base	2233	GIAB HG002 GM24385_1
0575b531-7db6-4716-b37c-dd38504f7380	human_high_identity	masked_fully	no organism accounts for any base	9917	GIAB HG002 GM24385_1
8bb9b35e-f7a8-4bc8-9752-fa18d49513ba	human_high_identity	masked_fully	no organism accounts for any base	461	GIAB HG002 GM24385_1
32307c1b-4ef5-4953-be41-ad196feb9af1	human_high_identity	masked_fully	no organism accounts for any base	5429	GIAB HG002 GM24385_1
bd3b79e2-37b4-4bc0-805a-0baa11f05ade	human_high_identity	masked_fully	no organism accounts for any base	2982	GIAB HG002 GM24385_1
0c0f48d2-0d64-4dd2-af5f-4e661f517f85	human_high_identity	masked_fully	no organism accounts for any base	6847	GIAB HG002 GM24385_1
57281712-b795-434a-b6a6-3833022f5aec	human_high_identity	masked_fully	no organism accounts for any base	2326	GIAB HG002 GM24385_1
8282e431-a8ac-446a-ae3d-cc01519b7c81	human_high_identity	masked_fully	no organism accounts for any base	994	GIAB HG002 GM24385_1
48554c23-5fe1-49c2-a41d-ef6087971653	human_high_identity	masked_fully	no organism accounts for any base	1799	GIAB HG002 GM24385_1
ac965d8b-a380-4359-8132-f350c6362a34	human_high_identity	masked_fully	no organism accounts for any base	843	GIAB HG002 GM24385_1
a019c74a-48da-4d59-a72c-957dc7b11b83	human_high_identity	masked_fully	no organism accounts for any base	1875	GIAB HG002 GM24385_1
f4e0f156-81e4-4a11-8ab9-ddb8f3e3e64c	human_high_identity	masked_fully	no organism accounts for any base	5921	GIAB HG002 GM24385_1
8491981b-bc9b-4d9f-9e4a-b8b2c81930ec	human_high_identity	masked_fully	no organism accounts for any base	3623	GIAB HG002 GM24385_1
fc73aabe-e0c9-4b1e-849e-224f1116eff6	human_high_identity	masked_fully	no organism accounts for any base	6812	GIAB HG002 GM24385_1
7ed5eef6-cba6-47d7-af84-d038dfd2c962	human_high_identity	masked_fully	no organism accounts for any base	2758	GIAB HG002 GM24385_1
5cd35859-91ee-4504-beb3-a7d7a9ac1a70	human_high_identity	masked_fully	no organism accounts for any base	5176	GIAB HG002 GM24385_1
111f8a09-506a-4a04-ad07-c5e694f7fe12	human_high_identity	masked_fully	no organism accounts for any base	492	GIAB HG002 GM24385_1
77c4d8af-1096-4b0b-8393-c9e0242fc364	human_high_identity	masked_fully	no organism accounts for any base	788	GIAB HG002 GM24385_1
820da6cb-64c3-4aee-b56f-1b6da9871515	human_high_identity	masked_fully	no organism accounts for any base	3837	GIAB HG002 GM24385_1
34ca6a56-8d54-4690-8234-1dc116d050c8	human_high_identity	masked_fully	no organism accounts for any base	460	GIAB HG002 GM24385_1
cb7e7d8e-76d4-46e6-985e-d9dc013f3b5e	human_high_identity	masked_fully	no organism accounts for any base	3441	GIAB HG002 GM24385_1
24c9c8a4-68c9-45ac-a523-d1d03233f26a	human_high_identity	masked_fully	no organism accounts for any base	5812	GIAB HG002 GM24385_1
94d24b7e-3130-4676-b048-2eece9cadb4a	human_high_identity	masked_fully	no organism accounts for any base	4686	GIAB HG002 GM24385_1
